timestamp,self_height,total_out_connections,benign_out_connections,malicious_out_connections,malicious_out_height_gte_self,benign_out_height_gte_self,elapsed_seconds
2026-05-25 11:00:05.685,3681485,12,1,11,11,1,2351.685
2026-05-25 11:00:07.501,3681485,12,1,11,11,1,2353.501
2026-05-25 11:00:10.020,3681485,12,1,11,11,1,2356.02
2026-05-25 11:00:27.428,3681485,12,1,11,11,1,2373.428
2026-05-25 11:00:28.935,3681485,11,1,10,10,1,2374.935
2026-05-25 11:00:31.741,3681485,11,1,10,10,1,2377.741
2026-05-25 11:00:36.069,3681485,11,1,10,10,1,2382.069
2026-05-25 11:00:36.423,3681485,12,2,10,10,1,2382.423
2026-05-25 11:00:36.649,3681485,11,1,10,10,1,2382.649
2026-05-25 11:00:39.234,3681485,11,1,10,10,1,2385.234
2026-05-25 11:00:43.653,3681485,11,1,10,10,1,2389.653
2026-05-25 11:00:44.590,3681485,86,1,85,10,1,2390.59
2026-05-25 11:00:46.287,3681485,44,1,43,10,1,2392.287
2026-05-25 11:00:49.337,3681485,19,1,18,10,1,2395.337
2026-05-25 11:00:51.291,3681485,17,1,16,10,1,2397.291
2026-05-25 11:00:51.476,3681485,17,1,16,10,1,2397.476
2026-05-25 11:00:51.482,3681485,17,1,16,10,1,2397.482
2026-05-25 11:00:54.079,3681485,17,1,16,10,1,2400.079
2026-05-25 11:00:55.588,3681485,17,1,16,10,1,2401.588
2026-05-25 11:00:55.812,3681485,18,2,16,10,1,2401.812
2026-05-25 11:00:56.031,3681485,17,1,16,10,1,2402.031
2026-05-25 11:00:56.262,3681485,17,1,16,10,1,2402.262
2026-05-25 11:00:57.514,3681485,7,0,7,7,0,2403.514
2026-05-25 11:01:01.373,3681485,6,0,6,6,0,2407.373
2026-05-25 11:01:01.601,3681485,7,1,6,6,0,2407.601
2026-05-25 11:01:01.828,3681485,6,0,6,6,0,2407.828
2026-05-25 11:01:03.309,3681485,6,0,6,6,0,2409.309
2026-05-25 11:01:03.621,3681485,7,1,6,6,0,2409.621
2026-05-25 11:01:04.400,3681485,6,0,6,6,0,2410.4
2026-05-25 11:01:11.981,3681485,6,0,6,6,0,2417.981
2026-05-25 11:01:20.859,3681485,7,1,6,6,0,2426.859
2026-05-25 11:01:21.168,3681485,7,1,6,6,0,2427.168
2026-05-25 11:01:21.183,3681485,6,0,6,6,0,2427.183
2026-05-25 11:01:21.323,3681485,6,0,6,6,0,2427.323
2026-05-25 11:01:26.036,3681485,9,0,9,9,0,2432.036
2026-05-25 11:01:26.633,3681485,10,1,9,9,0,2432.633
2026-05-25 11:01:28.110,3681485,9,0,9,9,0,2434.11
2026-05-25 11:01:39.746,3681485,10,0,10,10,0,2445.746
2026-05-25 11:01:39.972,3681485,11,1,10,10,0,2445.972
2026-05-25 11:01:40.004,3681485,11,1,10,10,0,2446.004
2026-05-25 11:01:40.200,3681485,10,0,10,10,0,2446.2
2026-05-25 11:01:44.216,3681485,10,0,10,10,0,2450.216
2026-05-25 11:01:46.155,3681485,10,0,10,10,0,2452.155
2026-05-25 11:01:47.794,3681485,11,1,10,10,0,2453.794
2026-05-25 11:01:48.252,3681485,11,1,10,10,1,2454.252
2026-05-25 11:01:48.487,3681485,11,1,10,10,1,2454.487
2026-05-25 11:01:56.785,3681485,225,1,224,10,1,2462.785
2026-05-25 11:01:57.092,3681485,155,1,154,10,1,2463.092
2026-05-25 11:01:57.441,3681485,154,2,152,10,1,2463.441
2026-05-25 11:01:59.254,3681485,82,1,81,10,1,2465.254
2026-05-25 11:02:04.604,3681485,23,1,22,10,1,2470.604
2026-05-25 11:02:10.483,3681485,10,0,10,10,0,2476.483
2026-05-25 11:02:14.854,3681485,9,0,9,9,0,2480.854
2026-05-25 11:02:23.277,3681485,9,0,9,9,0,2489.277
2026-05-25 11:02:23.528,3681485,10,1,9,9,0,2489.528
2026-05-25 11:02:24.362,3681485,9,0,9,9,0,2490.362
2026-05-25 11:02:36.503,3681485,10,0,10,10,0,2502.503
2026-05-25 11:02:36.826,3681485,10,0,10,10,0,2502.826
2026-05-25 11:02:42.449,3681485,10,0,10,10,0,2508.449
2026-05-25 11:02:42.687,3681485,10,0,10,10,0,2508.687
2026-05-25 11:02:43.203,3681485,10,0,10,10,0,2509.203
2026-05-25 11:02:44.162,3681485,10,0,10,10,0,2510.162
2026-05-25 11:02:49.926,3681485,10,0,10,10,0,2515.926
2026-05-25 11:02:57.431,3681485,11,0,11,11,0,2523.431
2026-05-25 11:02:57.481,3681485,11,0,11,11,0,2523.481
2026-05-25 11:02:57.490,3681485,11,0,11,11,0,2523.49
2026-05-25 11:02:57.500,3681485,11,0,11,11,0,2523.5
2026-05-25 11:03:00.293,3681485,11,0,11,11,0,2526.293
2026-05-25 11:03:12.814,3681485,48,0,48,12,0,2538.814
2026-05-25 11:03:14.551,3681485,48,0,48,12,0,2540.551
2026-05-25 11:03:31.111,3681485,12,0,12,12,0,2557.111
2026-05-25 11:03:46.487,3681485,12,0,12,12,0,2572.487
2026-05-25 11:03:46.679,3681485,12,0,12,12,0,2572.679
2026-05-25 11:03:46.734,3681485,13,1,12,12,0,2572.734
2026-05-25 11:03:46.971,3681485,12,0,12,12,0,2572.971
2026-05-25 11:03:54.442,3681485,12,0,12,12,0,2580.442
2026-05-25 11:03:54.690,3681485,13,1,12,12,0,2580.69
2026-05-25 11:03:54.703,3681485,13,1,12,12,0,2580.703
2026-05-25 11:03:54.942,3681485,12,0,12,12,0,2580.942
2026-05-25 11:03:59.461,3681485,12,0,12,12,0,2585.461
2026-05-25 11:04:03.267,3681485,12,0,12,12,0,2589.267
2026-05-25 11:04:25.697,3681486,38,0,38,12,0,2611.697
2026-05-25 11:04:26.140,3681486,39,1,38,12,0,2612.14
2026-05-25 11:04:26.371,3681486,38,0,38,12,0,2612.371
2026-05-25 11:04:39.466,3681486,12,0,12,12,0,2625.466
2026-05-25 11:04:43.722,3681486,12,0,12,12,0,2629.722
2026-05-25 11:04:45.897,3681486,12,0,12,12,0,2631.897
2026-05-25 11:04:45.985,3681486,12,0,12,12,0,2631.985
2026-05-25 11:04:48.989,3681486,12,0,12,12,0,2634.989
2026-05-25 11:04:51.239,3681486,13,1,12,12,0,2637.239
2026-05-25 11:04:51.279,3681486,13,1,12,12,0,2637.279
2026-05-25 11:04:51.543,3681486,12,0,12,12,0,2637.543
2026-05-25 11:04:54.265,3681486,12,0,12,12,0,2640.265
2026-05-25 11:04:57.580,3681486,12,0,12,12,0,2643.58
2026-05-25 11:04:59.863,3681486,12,0,12,12,0,2645.863
2026-05-25 11:05:11.954,3681487,12,0,12,0,0,2657.954
2026-05-25 11:05:13.871,3681487,12,0,12,0,0,2659.871
2026-05-25 11:05:14.098,3681487,12,0,12,0,0,2660.098
2026-05-25 11:05:14.111,3681487,13,1,12,0,0,2660.111
2026-05-25 11:05:14.339,3681487,12,0,12,0,0,2660.339
2026-05-25 11:05:23.424,3681487,12,0,12,12,0,2669.424
2026-05-25 11:05:23.638,3681487,12,0,12,12,0,2669.638
2026-05-25 11:05:23.872,3681487,12,0,12,12,0,2669.872
2026-05-25 11:05:26.058,3681487,12,0,12,12,0,2672.058
2026-05-25 11:05:34.504,3681487,116,0,116,11,0,2680.504
2026-05-25 11:05:35.676,3681487,88,0,88,11,0,2681.676
2026-05-25 11:05:40.693,3681487,37,0,37,11,0,2686.693
2026-05-25 11:05:45.678,3681487,37,0,37,11,0,2691.678
2026-05-25 11:05:48.830,3681487,12,0,12,12,0,2694.83
2026-05-25 11:05:49.042,3681487,13,1,12,12,0,2695.042
2026-05-25 11:05:49.051,3681487,13,1,12,12,0,2695.051
2026-05-25 11:05:49.251,3681487,12,0,12,12,0,2695.251
2026-05-25 11:05:54.397,3681487,12,0,12,12,0,2700.397
2026-05-25 11:06:15.228,3681487,12,0,12,12,0,2721.228
2026-05-25 11:06:17.257,3681487,12,0,12,12,0,2723.257
2026-05-25 11:06:17.258,3681487,12,0,12,12,0,2723.258
2026-05-25 11:06:23.874,3681487,12,0,12,12,0,2729.874
2026-05-25 11:06:33.097,3681487,12,0,12,12,0,2739.097
2026-05-25 11:06:48.772,3681487,76,0,76,12,0,2754.772
2026-05-25 11:06:56.118,3681487,34,0,34,12,0,2762.118
2026-05-25 11:07:05.704,3681487,12,0,12,12,0,2771.704
2026-05-25 11:07:05.953,3681487,12,0,12,12,0,2771.953
2026-05-25 11:07:19.026,3681487,12,1,11,11,0,2785.026
2026-05-25 11:07:19.339,3681487,12,1,11,11,0,2785.339
2026-05-25 11:07:19.355,3681487,11,0,11,11,0,2785.355
2026-05-25 11:07:19.499,3681487,11,0,11,11,0,2785.499
2026-05-25 11:07:22.643,3681487,12,0,12,12,0,2788.643
2026-05-25 11:07:30.450,3681487,12,0,12,12,0,2796.45
2026-05-25 11:07:53.742,3681487,12,0,12,12,0,2819.742
2026-05-25 11:07:57.093,3681487,154,0,154,12,0,2823.093
2026-05-25 11:07:57.635,3681487,112,0,112,12,0,2823.635
2026-05-25 11:07:58.103,3681487,89,0,89,12,0,2824.103
2026-05-25 11:07:58.314,3681487,82,0,82,12,0,2824.314
2026-05-25 11:07:58.332,3681487,83,1,82,12,0,2824.332
2026-05-25 11:07:58.557,3681487,80,0,80,12,0,2824.557
2026-05-25 11:08:00.783,3681487,45,0,45,12,0,2826.783
2026-05-25 11:08:05.395,3681487,23,0,23,12,0,2831.395
2026-05-25 11:08:05.860,3681487,23,0,23,12,0,2831.86
2026-05-25 11:08:05.871,3681487,24,1,23,12,0,2831.871
2026-05-25 11:08:08.932,3681487,23,0,23,12,0,2834.932
2026-05-25 11:08:22.197,3681487,12,0,12,12,0,2848.197
2026-05-25 11:08:31.134,3681487,12,0,12,12,0,2857.134
2026-05-25 11:08:39.775,3681487,12,0,12,12,0,2865.775
2026-05-25 11:08:40.783,3681487,12,0,12,12,0,2866.783
2026-05-25 11:08:48.592,3681487,12,0,12,12,0,2874.592
2026-05-25 11:08:54.920,3681488,11,0,11,0,0,2880.92
2026-05-25 11:09:01.903,3681489,12,0,12,0,0,2887.903
2026-05-25 11:09:02.633,3681489,12,0,12,0,0,2888.633
2026-05-25 11:09:02.995,3681489,12,0,12,0,0,2888.995
2026-05-25 11:09:02.996,3681489,12,0,12,0,0,2888.996
2026-05-25 11:09:05.115,3681489,12,0,12,0,0,2891.115
2026-05-25 11:09:06.533,3681489,12,0,12,0,0,2892.533
2026-05-25 11:09:06.777,3681489,12,0,12,0,0,2892.777
2026-05-25 11:09:12.354,3681489,57,0,57,0,0,2898.354
2026-05-25 11:09:14.959,3681489,40,0,40,0,0,2900.959
2026-05-25 11:09:28.379,3681489,12,0,12,0,0,2914.379
2026-05-25 11:09:28.785,3681489,12,0,12,0,0,2914.785
2026-05-25 11:09:38.658,3681489,12,0,12,0,0,2924.658
2026-05-25 11:09:40.352,3681489,12,0,12,12,0,2926.352
2026-05-25 11:09:40.630,3681489,12,0,12,12,0,2926.63
2026-05-25 11:09:41.069,3681489,13,1,12,12,0,2927.069
2026-05-25 11:09:41.300,3681489,12,0,12,12,0,2927.3
2026-05-25 11:09:43.895,3681489,12,0,12,12,0,2929.895
2026-05-25 11:10:03.342,3681489,12,0,12,12,0,2949.342
2026-05-25 11:10:13.607,3681489,12,0,12,12,0,2959.607
2026-05-25 11:10:16.400,3681489,12,0,12,12,0,2962.4
2026-05-25 11:10:24.928,3681489,50,0,50,12,0,2970.928
2026-05-25 11:10:28.238,3681489,26,0,26,12,0,2974.238
2026-05-25 11:10:29.167,3681489,26,0,26,12,0,2975.167
2026-05-25 11:10:33.540,3681489,15,0,15,12,0,2979.54
2026-05-25 11:10:33.546,3681489,15,0,15,12,0,2979.546
2026-05-25 11:10:36.515,3681489,11,0,11,11,0,2982.515
2026-05-25 11:10:36.719,3681489,12,1,11,11,0,2982.719
2026-05-25 11:10:36.769,3681489,12,1,11,11,0,2982.769
2026-05-25 11:10:36.927,3681489,11,0,11,11,0,2982.927
2026-05-25 11:10:37.296,3681489,12,1,11,11,0,2983.296
2026-05-25 11:10:37.637,3681489,12,1,11,11,0,2983.637
2026-05-25 11:10:37.658,3681489,11,0,11,11,0,2983.658
2026-05-25 11:10:37.813,3681489,11,0,11,11,0,2983.813
2026-05-25 11:10:38.902,3681489,12,1,11,11,0,2984.902
2026-05-25 11:10:39.321,3681489,12,1,11,11,0,2985.321
2026-05-25 11:10:39.321,3681489,12,1,11,11,0,2985.321
2026-05-25 11:10:39.531,3681489,12,1,11,11,1,2985.531
2026-05-25 11:10:39.574,3681489,12,1,11,11,1,2985.574
2026-05-25 11:10:40.294,3681489,12,1,11,11,1,2986.294
2026-05-25 11:10:40.600,3681489,13,2,11,11,1,2986.6
2026-05-25 11:10:40.871,3681489,12,1,11,11,1,2986.871
2026-05-25 11:10:41.230,3681489,12,1,11,11,1,2987.23
2026-05-25 11:10:41.464,3681489,12,1,11,11,1,2987.464
2026-05-25 11:10:42.865,3681489,12,1,11,11,1,2988.865
2026-05-25 11:10:43.058,3681489,13,2,11,11,1,2989.058
2026-05-25 11:10:43.247,3681489,12,1,11,11,1,2989.247
2026-05-25 11:11:09.599,3681489,12,1,11,11,1,3015.599
2026-05-25 11:11:09.772,3681489,12,1,11,11,1,3015.772
2026-05-25 11:11:09.879,3681489,13,2,11,11,1,3015.879
2026-05-25 11:11:10.111,3681489,12,1,11,11,1,3016.111
2026-05-25 11:11:17.790,3681489,12,1,11,11,1,3023.79
2026-05-25 11:11:24.832,3681489,12,1,11,11,1,3030.832
2026-05-25 11:11:26.064,3681489,12,1,11,11,1,3032.064
2026-05-25 11:11:26.150,3681489,12,1,11,11,1,3032.15
2026-05-25 11:11:26.365,3681489,12,1,11,11,1,3032.365
2026-05-25 11:11:29.144,3681489,12,1,11,11,1,3035.144
2026-05-25 11:11:33.294,3681489,134,1,133,11,1,3039.294
2026-05-25 11:11:38.951,3681490,45,1,44,0,0,3044.951
2026-05-25 11:12:17.712,3681490,12,1,11,11,1,3083.712
2026-05-25 11:12:20.815,3681490,12,1,11,11,1,3086.815
2026-05-25 11:12:33.008,3681491,12,1,11,0,0,3099.008
2026-05-25 11:12:34.980,3681491,12,1,11,0,0,3100.98
2026-05-25 11:12:45.030,3681491,157,1,156,0,1,3111.03
2026-05-25 11:12:45.414,3681491,76,0,76,0,0,3111.414
2026-05-25 11:12:45.415,3681491,148,2,146,0,2,3111.415
2026-05-25 11:12:45.416,3681491,63,0,63,0,0,3111.416
2026-05-25 11:12:46.463,3681491,81,1,80,0,1,3112.463
2026-05-25 11:12:48.328,3681491,61,1,60,0,1,3114.328
2026-05-25 11:12:48.719,3681491,61,1,60,0,1,3114.719
2026-05-25 11:12:56.783,3681491,28,1,27,10,1,3122.783
2026-05-25 11:12:57.246,3681491,29,2,27,10,1,3123.246
2026-05-25 11:13:02.698,3681491,13,2,11,11,1,3128.698
2026-05-25 11:13:07.769,3681491,13,2,11,11,1,3133.769
2026-05-25 11:13:09.173,3681491,12,1,11,11,1,3135.173
2026-05-25 11:13:16.605,3681492,12,1,11,0,0,3142.605
2026-05-25 11:13:17.039,3681492,13,2,11,0,0,3143.039
2026-05-25 11:13:17.252,3681492,12,1,11,0,0,3143.252
2026-05-25 11:13:40.582,3681493,12,1,11,0,0,3166.582
2026-05-25 11:13:40.774,3681493,12,1,11,0,0,3166.774
2026-05-25 11:13:45.510,3681493,12,1,11,0,1,3171.51
2026-05-25 11:13:50.423,3681493,12,1,11,0,1,3176.423
2026-05-25 11:13:58.303,3681493,73,1,72,10,1,3184.303
2026-05-25 11:13:58.348,3681493,70,1,69,10,1,3184.348
2026-05-25 11:13:58.854,3681493,62,1,61,9,1,3184.854
2026-05-25 11:14:00.294,3681493,41,1,40,10,1,3186.294
2026-05-25 11:14:23.035,3681493,12,1,11,11,1,3209.035
2026-05-25 11:14:23.323,3681493,13,2,11,11,1,3209.323
2026-05-25 11:14:23.331,3681493,13,2,11,11,1,3209.331
2026-05-25 11:14:23.616,3681493,12,1,11,11,1,3209.616
2026-05-25 11:14:26.993,3681493,12,1,11,11,1,3212.993
2026-05-25 11:14:49.900,3681493,12,1,11,11,1,3235.9
2026-05-25 11:14:50.082,3681493,12,1,11,11,1,3236.082
2026-05-25 11:14:50.729,3681493,12,1,11,11,1,3236.729
2026-05-25 11:14:59.256,3681493,12,1,11,11,1,3245.256
2026-05-25 11:14:59.484,3681493,12,1,11,11,1,3245.484
2026-05-25 11:15:00.676,3681493,12,1,11,11,1,3246.676
2026-05-25 11:15:00.821,3681493,13,2,11,11,1,3246.821
2026-05-25 11:15:00.889,3681493,14,3,11,11,1,3246.889
2026-05-25 11:15:00.892,3681493,14,3,11,11,1,3246.892
2026-05-25 11:15:01.036,3681493,13,2,11,11,1,3247.036
2026-05-25 11:15:01.118,3681493,12,1,11,11,1,3247.118
2026-05-25 11:15:03.021,3681493,12,1,11,11,1,3249.021
2026-05-25 11:15:14.177,3681493,34,1,33,11,1,3260.177
2026-05-25 11:15:15.939,3681494,25,2,23,0,0,3261.939
2026-05-25 11:15:16.205,3681494,24,1,23,0,0,3262.205
2026-05-25 11:15:26.028,3681494,12,1,11,0,0,3272.028
2026-05-25 11:15:41.025,3681495,11,1,10,0,0,3287.025
2026-05-25 11:15:44.071,3681495,12,1,11,1,1,3290.071
2026-05-25 11:15:53.714,3681495,12,1,11,1,1,3299.714
2026-05-25 11:15:56.482,3681495,12,1,11,1,1,3302.482
2026-05-25 11:16:03.974,3681495,12,1,11,11,1,3309.974
2026-05-25 11:16:05.641,3681495,12,1,11,11,1,3311.641
2026-05-25 11:16:05.871,3681495,12,1,11,11,1,3311.871
2026-05-25 11:16:07.944,3681495,12,1,11,11,1,3313.944
2026-05-25 11:16:09.445,3681495,13,2,11,11,1,3315.445
2026-05-25 11:16:09.693,3681495,12,1,11,11,1,3315.693
2026-05-25 11:16:17.751,3681495,12,1,11,11,1,3323.751
2026-05-25 11:16:17.962,3681495,12,1,11,11,1,3323.962
2026-05-25 11:16:18.969,3681496,13,2,11,0,0,3324.969
2026-05-25 11:16:19.177,3681496,12,1,11,0,0,3325.177
2026-05-25 11:16:21.498,3681496,126,1,125,0,0,3327.498
2026-05-25 11:16:24.944,3681496,68,1,67,0,0,3330.944
2026-05-25 11:16:26.502,3681496,68,1,67,0,0,3332.502
2026-05-25 11:16:29.429,3681496,29,1,28,0,0,3335.429
2026-05-25 11:16:38.906,3681496,12,1,11,0,0,3344.906
2026-05-25 11:16:59.886,3681496,12,1,11,0,1,3365.886
2026-05-25 11:17:18.111,3681496,12,1,11,11,1,3384.111
2026-05-25 11:17:18.688,3681496,13,2,11,11,1,3384.688
2026-05-25 11:17:18.707,3681496,13,2,11,11,1,3384.707
2026-05-25 11:17:18.878,3681496,12,1,11,11,1,3384.878
2026-05-25 11:17:46.718,3681496,51,1,50,10,1,3412.718
2026-05-25 11:17:46.727,3681496,48,1,47,10,1,3412.727
2026-05-25 11:17:50.080,3681496,12,1,11,11,1,3416.08
2026-05-25 11:17:50.662,3681496,12,1,11,11,1,3416.662
2026-05-25 11:17:50.663,3681496,12,1,11,11,1,3416.663
2026-05-25 11:17:52.464,3681496,12,1,11,11,1,3418.464
2026-05-25 11:17:52.839,3681496,13,2,11,11,1,3418.839
2026-05-25 11:17:52.852,3681496,13,2,11,11,1,3418.852
2026-05-25 11:17:53.214,3681496,12,1,11,11,1,3419.214
2026-05-25 11:17:53.837,3681497,12,1,11,0,0,3419.837
2026-05-25 11:18:01.365,3681497,12,1,11,0,0,3427.365
2026-05-25 11:18:05.635,3681497,12,1,11,0,0,3431.635
2026-05-25 11:18:06.669,3681497,12,1,11,0,0,3432.669
2026-05-25 11:18:11.015,3681497,12,1,11,0,0,3437.015
2026-05-25 11:18:11.058,3681497,12,1,11,0,0,3437.058
2026-05-25 11:18:32.562,3681498,12,1,11,0,0,3458.562
2026-05-25 11:18:32.878,3681498,12,1,11,0,0,3458.878
2026-05-25 11:18:41.776,3681498,12,1,11,0,0,3467.776
2026-05-25 11:18:43.055,3681499,13,2,11,0,0,3469.055
2026-05-25 11:18:44.582,3681499,12,1,11,0,0,3470.582
2026-05-25 11:18:44.601,3681499,12,1,11,0,0,3470.601
2026-05-25 11:18:48.081,3681499,12,1,11,0,0,3474.081
2026-05-25 11:19:00.915,3681499,12,1,11,0,1,3486.915
2026-05-25 11:19:02.172,3681499,12,1,11,0,1,3488.172
2026-05-25 11:19:04.414,3681499,12,2,10,0,1,3490.414
2026-05-25 11:19:04.576,3681499,11,1,10,0,1,3490.576
2026-05-25 11:19:04.802,3681499,12,2,10,0,1,3490.802
2026-05-25 11:19:05.260,3681499,12,2,10,0,1,3491.26
2026-05-25 11:19:05.270,3681499,11,1,10,0,1,3491.27
2026-05-25 11:19:05.490,3681499,11,1,10,0,1,3491.49
2026-05-25 11:19:06.455,3681499,12,1,11,1,1,3492.455
2026-05-25 11:19:06.456,3681499,12,1,11,1,1,3492.456
2026-05-25 11:19:10.421,3681499,12,1,11,1,1,3496.421
2026-05-25 11:19:11.524,3681499,13,2,11,1,1,3497.524
2026-05-25 11:19:11.758,3681499,12,1,11,1,1,3497.758
2026-05-25 11:19:18.174,3681499,12,1,11,11,1,3504.174
2026-05-25 11:19:18.883,3681499,12,1,11,11,1,3504.883
2026-05-25 11:19:19.316,3681499,12,1,11,11,1,3505.316
2026-05-25 11:19:21.180,3681499,12,1,11,11,1,3507.18
2026-05-25 11:19:24.632,3681499,12,1,11,11,1,3510.632
2026-05-25 11:19:24.860,3681499,13,2,11,11,1,3510.86
2026-05-25 11:19:25.088,3681499,12,1,11,11,1,3511.088
2026-05-25 11:19:26.345,3681499,12,1,11,11,1,3512.345
2026-05-25 11:19:37.768,3681499,12,1,11,11,1,3523.768
2026-05-25 11:19:37.853,3681499,12,1,11,11,1,3523.853
2026-05-25 11:19:38.116,3681499,12,1,11,11,1,3524.116
2026-05-25 11:19:38.175,3681499,12,1,11,11,1,3524.175
