timestamp,self_height,total_out_connections,benign_out_connections,malicious_out_connections,malicious_out_height_gte_self,benign_out_height_gte_self,elapsed_seconds
2026-05-25 11:19:38.335,3681499,12,1,11,11,1,3524.335
2026-05-25 11:19:38.747,3681499,12,1,11,11,1,3524.747
2026-05-25 11:19:39.165,3681499,13,2,11,11,1,3525.165
2026-05-25 11:19:39.475,3681499,12,1,11,11,1,3525.475
2026-05-25 11:19:46.691,3681499,12,1,11,11,1,3532.691
2026-05-25 11:20:11.511,3681499,34,1,33,11,1,3557.511
2026-05-25 11:20:17.202,3681499,12,1,11,11,1,3563.202
2026-05-25 11:20:35.695,3681500,12,1,11,0,0,3581.695
2026-05-25 11:20:38.669,3681500,12,1,11,0,0,3584.669
2026-05-25 11:20:39.618,3681500,12,1,11,0,0,3585.618
2026-05-25 11:20:41.929,3681500,13,2,11,0,0,3587.929
2026-05-25 11:20:42.222,3681500,12,1,11,0,0,3588.222
2026-05-25 11:20:45.912,3681500,12,2,10,0,0,3591.912
2026-05-25 11:20:46.071,3681500,11,1,10,0,0,3592.071
2026-05-25 11:20:46.350,3681500,12,2,10,0,0,3592.35
2026-05-25 11:20:46.825,3681500,12,2,10,0,0,3592.825
2026-05-25 11:20:46.924,3681500,11,1,10,0,0,3592.924
2026-05-25 11:20:47.764,3681500,11,1,10,0,0,3593.764
2026-05-25 11:20:48.050,3681500,11,1,10,0,0,3594.05
2026-05-25 11:20:54.286,3681500,11,1,10,0,1,3600.286
2026-05-25 11:20:54.630,3681500,11,1,10,0,1,3600.63
2026-05-25 11:20:58.153,3681500,12,2,10,0,1,3604.153
2026-05-25 11:21:02.579,3681500,12,2,10,0,1,3608.579
2026-05-25 11:21:03.093,3681500,13,3,10,0,1,3609.093
2026-05-25 11:21:03.155,3681500,12,2,10,0,1,3609.155
2026-05-25 11:21:03.365,3681500,11,1,10,0,1,3609.365
2026-05-25 11:21:12.305,3681500,12,1,11,1,1,3618.305
2026-05-25 11:21:16.329,3681500,109,1,108,1,1,3622.329
2026-05-25 11:21:17.407,3681500,89,1,88,1,1,3623.407
2026-05-25 11:21:27.465,3681500,22,1,21,10,1,3633.465
2026-05-25 11:21:33.439,3681501,8,1,7,7,0,3639.439
2026-05-25 11:21:33.721,3681501,8,1,7,7,0,3639.721
2026-05-25 11:21:33.733,3681501,9,2,7,7,0,3639.733
2026-05-25 11:21:33.974,3681501,8,1,7,7,0,3639.974
2026-05-25 11:21:34.381,3681501,8,1,7,7,0,3640.381
2026-05-25 11:21:35.334,3681501,8,1,7,7,0,3641.334
2026-05-25 11:21:42.377,3681501,8,1,7,7,0,3648.377
2026-05-25 11:21:42.578,3681501,8,1,7,7,0,3648.578
2026-05-25 11:21:42.836,3681501,8,1,7,7,0,3648.836
2026-05-25 11:21:48.295,3681501,10,1,9,9,0,3654.295
2026-05-25 11:22:02.243,3681501,12,1,11,11,1,3668.243
2026-05-25 11:22:05.626,3681501,12,1,11,11,1,3671.626
2026-05-25 11:22:05.845,3681501,13,2,11,11,1,3671.845
2026-05-25 11:22:05.849,3681501,13,2,11,11,1,3671.849
2026-05-25 11:22:06.066,3681501,12,1,11,11,1,3672.066
2026-05-25 11:22:15.924,3681501,12,1,11,11,1,3681.924
2026-05-25 11:22:18.047,3681501,12,1,11,11,1,3684.047
2026-05-25 11:22:18.048,3681501,12,1,11,11,1,3684.048
2026-05-25 11:22:18.048,3681501,12,1,11,11,1,3684.048
2026-05-25 11:22:21.190,3681501,12,1,11,11,1,3687.19
2026-05-25 11:22:25.839,3681501,11,0,11,11,0,3691.839
2026-05-25 11:22:26.031,3681501,11,0,11,11,0,3692.031
2026-05-25 11:22:29.909,3681501,76,0,76,11,0,3695.909
2026-05-25 11:22:31.417,3681501,69,0,69,11,0,3697.417
2026-05-25 11:22:35.600,3681501,30,0,30,11,0,3701.6
2026-05-25 11:22:37.171,3681501,30,0,30,11,0,3703.171
2026-05-25 11:22:38.641,3681501,31,1,30,11,0,3704.641
2026-05-25 11:22:38.900,3681501,30,0,30,11,0,3704.9
2026-05-25 11:22:42.607,3681501,10,0,10,10,0,3708.607
2026-05-25 11:22:42.962,3681501,10,0,10,10,0,3708.962
2026-05-25 11:22:45.528,3681501,10,0,10,10,0,3711.528
2026-05-25 11:22:55.009,3681501,10,0,10,10,0,3721.009
2026-05-25 11:22:55.724,3681501,10,0,10,10,0,3721.724
2026-05-25 11:23:03.074,3681501,10,0,10,10,0,3729.074
2026-05-25 11:23:09.972,3681501,10,0,10,10,0,3735.972
2026-05-25 11:23:16.276,3681502,12,0,12,2,0,3742.276
2026-05-25 11:23:23.193,3681502,12,0,12,2,0,3749.193
2026-05-25 11:23:23.402,3681502,12,0,12,2,0,3749.402
2026-05-25 11:23:32.139,3681502,12,0,12,2,0,3758.139
2026-05-25 11:23:33.645,3681502,12,0,12,2,0,3759.645
2026-05-25 11:23:34.482,3681502,13,1,12,12,0,3760.482
2026-05-25 11:23:34.762,3681502,12,0,12,12,0,3760.762
2026-05-25 11:23:40.333,3681502,172,0,172,12,0,3766.333
2026-05-25 11:23:45.754,3681502,64,0,64,12,0,3771.754
2026-05-25 11:23:50.462,3681502,35,0,35,12,0,3776.462
2026-05-25 11:23:50.518,3681502,35,0,35,12,0,3776.518
2026-05-25 11:23:51.086,3681502,36,1,35,12,0,3777.086
2026-05-25 11:23:52.021,3681502,35,0,35,12,0,3778.021
2026-05-25 11:24:08.697,3681502,12,1,11,11,0,3794.697
2026-05-25 11:24:08.854,3681502,11,0,11,11,0,3794.854
2026-05-25 11:24:10.540,3681502,12,0,12,12,0,3796.54
2026-05-25 11:24:10.808,3681502,12,0,12,12,0,3796.808
2026-05-25 11:24:11.498,3681502,12,0,12,12,0,3797.498
2026-05-25 11:24:18.285,3681502,12,0,12,12,0,3804.285
2026-05-25 11:24:18.736,3681502,13,1,12,12,0,3804.736
2026-05-25 11:24:18.966,3681502,12,0,12,12,0,3804.966
2026-05-25 11:24:20.809,3681502,12,0,12,12,0,3806.809
2026-05-25 11:24:21.426,3681502,12,0,12,12,0,3807.426
2026-05-25 11:24:21.679,3681502,12,0,12,12,0,3807.679
2026-05-25 11:24:40.507,3681502,12,0,12,12,0,3826.507
2026-05-25 11:24:40.722,3681502,12,0,12,12,0,3826.722
2026-05-25 11:24:41.316,3681502,12,0,12,12,0,3827.316
2026-05-25 11:24:49.734,3681502,12,0,12,12,0,3835.734
2026-05-25 11:24:50.165,3681502,13,1,12,12,0,3836.165
2026-05-25 11:24:50.380,3681502,12,0,12,12,0,3836.38
2026-05-25 11:25:03.175,3681502,40,0,40,12,0,3849.175
2026-05-25 11:25:03.178,3681502,40,0,40,12,0,3849.178
2026-05-25 11:25:03.637,3681502,40,0,40,12,0,3849.637
2026-05-25 11:25:09.414,3681502,12,0,12,12,0,3855.414
2026-05-25 11:25:11.596,3681503,12,0,12,0,0,3857.596
2026-05-25 11:25:21.597,3681503,12,0,12,0,0,3867.597
2026-05-25 11:25:29.879,3681503,12,0,12,0,0,3875.879
2026-05-25 11:25:34.267,3681503,12,0,12,0,0,3880.267
2026-05-25 11:25:34.267,3681503,12,0,12,0,0,3880.267
2026-05-25 11:25:42.077,3681503,12,0,12,0,0,3888.077
2026-05-25 11:25:42.647,3681503,12,0,12,0,0,3888.647
2026-05-25 11:25:43.187,3681503,13,1,12,0,0,3889.187
2026-05-25 11:25:43.477,3681503,12,0,12,0,0,3889.477
2026-05-25 11:25:46.616,3681503,12,0,12,12,0,3892.616
2026-05-25 11:25:46.681,3681503,12,0,12,12,0,3892.681
2026-05-25 11:25:47.145,3681503,13,1,12,12,0,3893.145
2026-05-25 11:25:47.382,3681503,12,0,12,12,0,3893.382
2026-05-25 11:25:51.477,3681503,11,0,11,11,0,3897.477
2026-05-25 11:25:54.487,3681503,12,1,11,11,0,3900.487
2026-05-25 11:25:54.807,3681503,12,1,11,11,0,3900.807
2026-05-25 11:25:54.827,3681503,11,0,11,11,0,3900.827
2026-05-25 11:25:54.969,3681503,11,0,11,11,0,3900.969
2026-05-25 11:25:54.989,3681503,11,0,11,11,0,3900.989
2026-05-25 11:25:54.990,3681503,11,0,11,11,0,3900.99
2026-05-25 11:25:58.147,3681503,11,0,11,11,0,3904.147
2026-05-25 11:25:59.828,3681503,12,1,11,11,0,3905.828
2026-05-25 11:26:00.038,3681503,11,0,11,11,0,3906.038
2026-05-25 11:26:02.245,3681503,11,0,11,11,0,3908.245
2026-05-25 11:26:19.073,3681503,9,0,9,9,0,3925.073
2026-05-25 11:26:25.100,3681503,9,0,9,9,0,3931.1
2026-05-25 11:26:31.147,3681504,12,0,12,0,0,3937.147
2026-05-25 11:26:37.113,3681504,12,0,12,0,0,3943.113
2026-05-25 11:26:39.889,3681504,12,0,12,0,0,3945.889
2026-05-25 11:26:42.012,3681504,12,0,12,0,0,3948.012
2026-05-25 11:26:48.631,3681504,12,0,12,12,0,3954.631
2026-05-25 11:26:58.678,3681504,12,0,12,12,0,3964.678
2026-05-25 11:27:12.044,3681504,12,0,12,12,0,3978.044
2026-05-25 11:27:12.262,3681504,12,0,12,12,0,3978.262
2026-05-25 11:27:30.226,3681504,11,0,11,11,0,3996.226
2026-05-25 11:27:36.081,3681504,12,0,12,12,0,4002.081
2026-05-25 11:27:36.773,3681504,12,0,12,12,0,4002.773
2026-05-25 11:27:42.340,3681504,12,0,12,12,0,4008.34
2026-05-25 11:27:45.174,3681504,12,0,12,12,0,4011.174
2026-05-25 11:27:59.571,3681504,12,0,12,12,0,4025.571
2026-05-25 11:27:59.729,3681504,13,1,12,12,0,4025.729
2026-05-25 11:27:59.887,3681504,12,0,12,12,0,4025.887
2026-05-25 11:28:01.003,3681504,12,0,12,12,0,4027.003
2026-05-25 11:28:01.190,3681504,12,0,12,12,0,4027.19
2026-05-25 11:28:05.038,3681504,12,0,12,12,0,4031.038
2026-05-25 11:28:11.252,3681504,12,0,12,12,0,4037.252
2026-05-25 11:28:22.467,3681504,12,0,12,12,0,4048.467
2026-05-25 11:28:24.255,3681504,12,0,12,12,0,4050.255
2026-05-25 11:28:24.807,3681504,13,1,12,12,0,4050.807
2026-05-25 11:28:25.352,3681504,12,0,12,12,0,4051.352
2026-05-25 11:28:29.720,3681504,77,0,77,12,0,4055.72
2026-05-25 11:28:42.845,3681504,12,0,12,12,0,4068.845
2026-05-25 11:28:43.778,3681504,12,0,12,12,0,4069.778
2026-05-25 11:28:44.783,3681504,12,0,12,12,0,4070.783
2026-05-25 11:28:46.210,3681504,12,0,12,12,0,4072.21
2026-05-25 11:28:46.211,3681504,12,0,12,12,0,4072.211
2026-05-25 11:28:46.217,3681504,12,0,12,12,0,4072.217
2026-05-25 11:28:58.503,3681504,12,0,12,12,0,4084.503
2026-05-25 11:29:07.866,3681504,12,0,12,12,0,4093.866
2026-05-25 11:29:11.726,3681504,12,1,11,11,0,4097.726
2026-05-25 11:29:12.183,3681504,12,1,11,11,0,4098.183
2026-05-25 11:29:12.205,3681504,11,0,11,11,0,4098.205
2026-05-25 11:29:12.414,3681504,11,0,11,11,0,4098.414
2026-05-25 11:29:33.670,3681505,12,0,12,0,0,4119.67
2026-05-25 11:29:35.602,3681505,12,0,12,0,0,4121.602
2026-05-25 11:29:43.627,3681505,75,0,75,0,0,4129.627
2026-05-25 11:29:49.352,3681505,50,0,50,0,0,4135.352
2026-05-25 11:29:51.379,3681505,50,0,50,0,0,4137.379
2026-05-25 11:29:51.660,3681505,50,0,50,0,0,4137.66
2026-05-25 11:29:53.654,3681505,12,0,12,0,0,4139.654
2026-05-25 11:30:03.123,3681506,12,0,12,0,0,4149.123
2026-05-25 11:30:03.201,3681506,13,1,12,0,0,4149.201
2026-05-25 11:30:03.280,3681506,12,0,12,0,0,4149.28
2026-05-25 11:30:04.614,3681506,12,0,12,0,0,4150.614
2026-05-25 11:30:11.409,3681506,12,0,12,0,0,4157.409
2026-05-25 11:30:11.686,3681506,13,1,12,0,0,4157.686
2026-05-25 11:30:11.702,3681506,13,1,12,0,0,4157.702
2026-05-25 11:30:11.962,3681506,12,0,12,0,0,4157.962
2026-05-25 11:30:28.665,3681506,12,0,12,0,0,4174.665
2026-05-25 11:30:29.004,3681506,12,0,12,0,0,4175.004
2026-05-25 11:30:29.193,3681506,12,0,12,0,0,4175.193
2026-05-25 11:30:29.468,3681506,12,0,12,0,0,4175.468
2026-05-25 11:30:31.944,3681506,12,0,12,0,0,4177.944
2026-05-25 11:30:43.411,3681506,12,0,12,0,0,4189.411
2026-05-25 11:30:48.110,3681506,12,0,12,0,0,4194.11
2026-05-25 11:30:48.277,3681506,13,1,12,0,0,4194.277
2026-05-25 11:30:48.300,3681506,13,1,12,0,0,4194.3
2026-05-25 11:30:48.448,3681506,12,0,12,0,0,4194.448
2026-05-25 11:30:52.966,3681506,80,0,80,0,0,4198.966
2026-05-25 11:31:09.909,3681506,12,0,12,12,0,4215.909
2026-05-25 11:31:09.975,3681506,12,0,12,12,0,4215.975
2026-05-25 11:31:10.206,3681506,13,1,12,12,0,4216.206
2026-05-25 11:31:10.434,3681506,14,2,12,12,0,4216.434
2026-05-25 11:31:10.436,3681506,13,1,12,12,0,4216.436
2026-05-25 11:31:10.928,3681506,12,0,12,12,0,4216.928
2026-05-25 11:31:13.992,3681506,12,0,12,12,0,4219.992
2026-05-25 11:31:14.722,3681506,12,0,12,12,0,4220.722
2026-05-25 11:31:15.762,3681506,12,0,12,12,0,4221.762
2026-05-25 11:31:22.587,3681506,12,0,12,12,0,4228.587
2026-05-25 11:31:40.659,3681507,12,0,12,0,0,4246.659
2026-05-25 11:31:42.809,3681507,12,0,12,0,0,4248.809
2026-05-25 11:31:43.000,3681507,12,0,12,0,0,4249.0
2026-05-25 11:31:43.068,3681507,13,1,12,0,0,4249.068
2026-05-25 11:31:43.096,3681507,13,1,12,0,0,4249.096
2026-05-25 11:31:43.340,3681507,12,0,12,0,0,4249.34
2026-05-25 11:31:43.507,3681507,12,0,12,0,0,4249.507
2026-05-25 11:31:49.685,3681507,12,0,12,0,0,4255.685
2026-05-25 11:31:50.305,3681507,12,0,12,0,0,4256.305
2026-05-25 11:31:51.363,3681507,12,0,12,0,0,4257.363
2026-05-25 11:31:51.540,3681507,12,0,12,0,0,4257.54
2026-05-25 11:31:57.265,3681507,12,0,12,0,0,4263.265
2026-05-25 11:31:57.266,3681507,12,0,12,0,0,4263.266
2026-05-25 11:32:05.989,3681507,81,0,81,12,0,4271.989
2026-05-25 11:32:06.241,3681507,82,1,81,12,0,4272.241
2026-05-25 11:32:06.493,3681507,60,0,60,12,0,4272.493
2026-05-25 11:32:08.041,3681507,53,0,53,12,0,4274.041
2026-05-25 11:32:12.554,3681507,37,0,37,12,0,4278.554
2026-05-25 11:32:23.350,3681507,12,0,12,12,0,4289.35
2026-05-25 11:32:32.780,3681507,12,0,12,12,0,4298.78
2026-05-25 11:32:34.772,3681507,11,0,11,11,0,4300.772
2026-05-25 11:32:34.922,3681507,12,1,11,11,0,4300.922
2026-05-25 11:32:35.229,3681507,12,1,11,11,0,4301.229
2026-05-25 11:32:35.242,3681507,11,0,11,11,0,4301.242
2026-05-25 11:32:35.387,3681507,11,0,11,11,0,4301.387
2026-05-25 11:32:35.800,3681507,11,0,11,11,0,4301.8
2026-05-25 11:32:36.409,3681507,13,1,12,12,0,4302.409
2026-05-25 11:32:36.763,3681507,12,0,12,12,0,4302.763
2026-05-25 11:32:44.194,3681507,12,0,12,12,0,4310.194
2026-05-25 11:32:44.419,3681507,13,1,12,12,0,4310.419
2026-05-25 11:32:44.647,3681507,12,0,12,12,0,4310.647
2026-05-25 11:32:47.316,3681507,12,0,12,12,0,4313.316
2026-05-25 11:32:50.533,3681507,12,0,12,12,0,4316.533
2026-05-25 11:33:02.443,3681507,13,1,12,12,0,4328.443
2026-05-25 11:33:02.773,3681507,13,1,12,12,0,4328.773
2026-05-25 11:33:02.789,3681507,12,0,12,12,0,4328.789
2026-05-25 11:33:02.943,3681507,12,0,12,12,0,4328.943
2026-05-25 11:33:07.154,3681507,12,0,12,12,0,4333.154
2026-05-25 11:33:07.292,3681507,12,0,12,12,0,4333.292
2026-05-25 11:33:07.754,3681507,13,1,12,12,0,4333.754
2026-05-25 11:33:11.401,3681507,13,1,12,12,0,4337.401
2026-05-25 11:33:13.466,3681507,13,1,12,12,0,4339.466
2026-05-25 11:33:21.151,3681507,42,1,41,12,0,4347.151
2026-05-25 11:33:21.682,3681507,42,2,40,12,0,4347.682
2026-05-25 11:33:22.219,3681507,35,1,34,12,0,4348.219
2026-05-25 11:33:22.603,3681507,30,1,29,12,0,4348.603
2026-05-25 11:33:24.880,3681507,30,1,29,12,0,4350.88
2026-05-25 11:33:29.009,3681507,13,1,12,12,0,4355.009
2026-05-25 11:33:29.486,3681507,14,2,12,12,0,4355.486
2026-05-25 11:33:29.491,3681507,14,2,12,12,0,4355.491
2026-05-25 11:33:29.966,3681507,13,1,12,12,0,4355.966
2026-05-25 11:33:34.714,3681507,12,0,12,12,0,4360.714
2026-05-25 11:33:47.021,3681507,12,0,12,12,0,4373.021
2026-05-25 11:33:49.956,3681507,12,0,12,12,0,4375.956
2026-05-25 11:33:53.084,3681508,12,0,12,0,0,4379.084
2026-05-25 11:33:56.308,3681508,12,0,12,0,0,4382.308
2026-05-25 11:33:56.427,3681508,12,0,12,0,0,4382.427
2026-05-25 11:33:56.655,3681508,12,0,12,0,0,4382.655
2026-05-25 11:33:59.427,3681508,12,0,12,0,0,4385.427
2026-05-25 11:34:02.206,3681508,12,0,12,0,0,4388.206
2026-05-25 11:34:02.472,3681508,13,1,12,0,0,4388.472
2026-05-25 11:34:02.682,3681508,13,1,12,0,0,4388.682
2026-05-25 11:34:02.735,3681508,12,0,12,0,0,4388.735
2026-05-25 11:34:04.039,3681508,12,0,12,0,0,4390.039
2026-05-25 11:34:04.547,3681508,12,0,12,12,0,4390.547
2026-05-25 11:34:04.764,3681508,12,0,12,12,0,4390.764
2026-05-25 11:34:04.823,3681508,12,0,12,12,0,4390.823
2026-05-25 11:34:08.544,3681508,12,0,12,12,0,4394.544
2026-05-25 11:34:09.887,3681508,12,0,12,12,0,4395.887
2026-05-25 11:34:13.591,3681508,12,0,12,12,0,4399.591
2026-05-25 11:34:13.755,3681508,12,0,12,12,0,4399.755
2026-05-25 11:34:14.177,3681508,13,1,12,12,0,4400.177
2026-05-25 11:34:14.387,3681508,12,0,12,12,0,4400.387
2026-05-25 11:34:30.683,3681508,68,0,68,12,0,4416.683
2026-05-25 11:34:34.120,3681508,46,1,45,12,0,4420.12
2026-05-25 11:34:34.383,3681508,45,0,45,12,0,4420.383
2026-05-25 11:34:42.434,3681508,12,0,12,12,0,4428.434
2026-05-25 11:34:42.759,3681508,12,0,12,12,0,4428.759
2026-05-25 11:34:58.910,3681508,12,0,12,12,0,4444.91
2026-05-25 11:35:03.791,3681508,12,0,12,12,0,4449.791
2026-05-25 11:35:03.791,3681508,12,0,12,12,0,4449.791
2026-05-25 11:35:10.419,3681508,12,0,12,12,0,4456.419
2026-05-25 11:35:10.895,3681508,12,0,12,12,0,4456.895
2026-05-25 11:35:11.099,3681508,13,1,12,12,0,4457.099
2026-05-25 11:35:11.306,3681508,12,0,12,12,0,4457.306
2026-05-25 11:35:12.873,3681508,12,0,12,12,0,4458.873
2026-05-25 11:35:17.784,3681508,12,0,12,12,0,4463.784
2026-05-25 11:35:18.223,3681508,13,1,12,12,0,4464.223
2026-05-25 11:35:18.448,3681508,12,0,12,12,0,4464.448
2026-05-25 11:35:31.658,3681508,12,0,12,12,0,4477.658
2026-05-25 11:35:37.595,3681508,12,0,12,12,0,4483.595
2026-05-25 11:35:43.213,3681508,44,0,44,12,0,4489.213
2026-05-25 11:35:45.090,3681508,44,0,44,12,0,4491.09
2026-05-25 11:35:48.300,3681508,21,0,21,12,0,4494.3
2026-05-25 11:35:48.563,3681508,21,0,21,12,0,4494.563
2026-05-25 11:35:53.338,3681508,12,0,12,12,0,4499.338
2026-05-25 11:35:53.339,3681508,12,0,12,12,0,4499.339
2026-05-25 11:36:03.515,3681508,12,0,12,12,0,4509.515
2026-05-25 11:36:08.471,3681508,12,0,12,12,0,4514.471
2026-05-25 11:36:12.262,3681508,12,0,12,12,0,4518.262
2026-05-25 11:36:34.682,3681508,12,0,12,12,0,4540.682
2026-05-25 11:36:34.909,3681508,13,1,12,12,0,4540.909
2026-05-25 11:36:34.911,3681508,13,1,12,12,0,4540.911
2026-05-25 11:36:35.134,3681508,12,0,12,12,0,4541.134
2026-05-25 11:36:38.800,3681508,12,0,12,12,0,4544.8
2026-05-25 11:36:43.340,3681508,12,0,12,12,0,4549.34
2026-05-25 11:36:55.320,3681508,93,0,93,12,0,4561.32
2026-05-25 11:36:57.932,3681508,43,0,43,12,0,4563.932
2026-05-25 11:36:59.186,3681508,43,0,43,12,0,4565.186
2026-05-25 11:36:59.337,3681508,44,1,43,12,0,4565.337
2026-05-25 11:36:59.492,3681508,43,0,43,12,0,4565.492
2026-05-25 11:37:06.013,3681508,12,0,12,12,0,4572.013
2026-05-25 11:37:06.236,3681508,13,1,12,12,0,4572.236
2026-05-25 11:37:06.464,3681508,12,0,12,12,0,4572.464
2026-05-25 11:37:09.149,3681508,12,0,12,12,0,4575.149
2026-05-25 11:37:09.149,3681508,12,0,12,12,0,4575.149
2026-05-25 11:37:24.910,3681508,12,0,12,12,0,4590.91
2026-05-25 11:37:25.123,3681508,13,1,12,12,0,4591.123
2026-05-25 11:37:25.338,3681508,12,0,12,12,0,4591.338
2026-05-25 11:37:40.249,3681508,12,0,12,12,0,4606.249
2026-05-25 11:37:43.695,3681508,12,0,12,12,0,4609.695
2026-05-25 11:37:43.910,3681508,12,0,12,12,0,4609.91
2026-05-25 11:37:53.220,3681508,12,0,12,12,0,4619.22
2026-05-25 11:37:55.687,3681508,12,0,12,12,0,4621.687
2026-05-25 11:37:57.921,3681508,12,0,12,12,0,4623.921
2026-05-25 11:37:57.993,3681508,12,0,12,12,0,4623.993
